row_id,butterfly_taxon,host_taxon_name,host_taxon_rank,current_confidence,curated_confidence,curation_action,evidence_basis,source_checked,citation_for_ui,notes_for_web_app,source_refs_current,doi_or_url_current,occurrence_count_in_web_app,use_for_default_download_current,host_plant_family,host_plant_genus,host_plant_species
38,Dircenna dero,Solanum,genus,medium,medium,keep,"Plausible Beccaloni catalogue record with embedded citation, but primary record not independently checked in this audit.",Beccaloni et al. 2008 catalogue row; embedded primary citation not independently checked.,Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.  Exact butterfly-host-rank key appears 2 times in current CSV; UI should merge citations or deduplicate display.,"Brazil: [SC, Hoffmann, 1931b; Hoffmann, 1937a; Fonseca & Amante, 1973]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,0,true,Solanaceae,Solanum,
39,Dircenna dero,Solanum,genus,medium,medium,keep,"Plausible Beccaloni catalogue record with embedded citation, but primary record not independently checked in this audit.",Beccaloni et al. 2008 catalogue row; embedded primary citation not independently checked.,Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.  Exact butterfly-host-rank key appears 2 times in current CSV; UI should merge citations or deduplicate display.,"Brazil: [Brown, 1992a (ssp. celtina)]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,0,true,Solanaceae,Solanum,
40,Dircenna dero,Brunfelsia australis,species,low,low,keep,Beccaloni catalogue marks this as dubious; not suitable for confident UI display or default overlay.,Beccaloni et al. 2008 catalogue row; embedded primary citation not independently checked.,Beccaloni et al. 2008,Keep as exploratory only; requires primary-source verification.,"Uruguay: [Biezanko et al., 1974b]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,227,false,Solanaceae,Brunfelsia,Brunfelsia australis
41,Dircenna dero,Brunfelsia pauciflora,species,low,medium,keep,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.  Exact butterfly-host-rank key appears 2 times in current CSV; UI should merge citations or deduplicate display.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.  Exact butterfly-host-rank key appears 2 times in current CSV; UI should merge citations or deduplicate display.,"Uruguay: [Biezanko et al., 1957]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,468,false,Solanaceae,Brunfelsia,Brunfelsia pauciflora
42,Dircenna dero,Brunfelsia uniflora,species,low,medium,keep,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.  Exact butterfly-host-rank key appears 2 times in current CSV; UI should merge citations or deduplicate display.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.  Exact butterfly-host-rank key appears 2 times in current CSV; UI should merge citations or deduplicate display.,"Brazil: [Silva et al., 1968]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,691,false,Solanaceae,Brunfelsia,Brunfelsia uniflora
43,Dircenna dero,Solanum incarceratum,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Brazil: [RS, Drummond & Brown, 1987 (ssp. celtina); Silva et al., 1968]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,153,true,Solanaceae,Solanum,Solanum incarceratum
44,Dircenna dero,Solanum mauritianum,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Brazil: [SP, Drummond & Brown, 1987 (ssp. celtina); Silva et al., 1968; SP, Vasconcellos-Neto, 1991 (ssp. celtina)]; Paraguay: [Jørgensen, 1924]; Uruguay: [Biezanko et al., 1974b]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,1844,true,Solanaceae,Solanum,Solanum mauritianum
45,Dircenna dero,Solanum megalochiton,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Brazil: [SP, Drummond & Brown, 1987 (ssp. celtina); SP, Vasconcellos-Neto, 1991 (ssp. celtina)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,251,true,Solanaceae,Solanum,Solanum megalochiton
46,Dircenna dero,Solanum paniculatum,species,medium,high,upgrade,Direct juvenile-stage/life-history evidence checked in Brown & Freitas 1994 figure legend.,"Brown & Freitas 1994, Juvenile stages of Ithomiinae, Fig. 3-7 and data acquisition notes.",Brown & Freitas 1994,"Fig. 7: Dircenna dero on Solanum paniculatum, Sumare, SP.","Brazil: [Silva et al., 1968; SP, Drummond & Brown, 1987 (ssp. celtina); SP, Brown & Freitas, 1994 (ssp. celtina)]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,2019,true,Solanaceae,Solanum,Solanum paniculatum
47,Dircenna dero,Solanum robustum,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Brazil: [SP, Vasconcellos-Neto, 1991 (ssp. celtina); SP, Drummond & Brown, 1987 (ssp. celtina)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,281,true,Solanaceae,Solanum,Solanum robustum
48,Dircenna dero,Solanum rudepannum,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Costa Rica: [DeVries, 1986 (ssp. euchytma); Drummond & Brown, 1987 (ssp. euchytma); Haber, p.c., 1998 (ssp. euchytma); Gentry & Dyer, p.c., 2000 (ssp. euchytma)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,1012,true,Solanaceae,Solanum,Solanum rudepannum
49,Dircenna dero,Solanum rudepannum,species,high,high,keep,Costa 1999 table explicitly reports new larval hostplant records.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Costa 1999 table explicitly reports new larval hostplant records.,"Fredonia, Antioquia, Colombia: Finca Mango Chiquito, 1350 m; marked XX = new host-plant record for the Lepidoptera species in Colombia.",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,1012,true,Solanaceae,Solanum,Solanum rudepannum
50,Dircenna dero,Solanum scuticum,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Brazil: [MG, Costa, 1999 (ssp. celtina)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,280,true,Solanaceae,Solanum,Solanum scuticum
51,Dircenna dero,Solanum scuticum,species,high,high,keep,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Costa 1999 Table 1; record flags: f=first record, r=reared, p=feeding marks presumed as defined by author",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,280,true,Solanaceae,Solanum,Solanum scuticum
52,Dircenna dero,Solanum sisymbriifolium,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Brazil: [Silva et al., 1968; RS, Drummond & Brown, 1987 (ssp. celtina)]; Uruguay: [Biezanko et al., 1974b]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,5108,true,Solanaceae,Solanum,Solanum sisymbriifolium
53,Dircenna dero,Solanum sp,species,medium,high,needs_primary_source,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Brazil: [Fonseca & Amante, 1973]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,265,true,Solanaceae,Solanum,Solanum sp
54,Dircenna dero,Solanum torvum,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Belize: [Meerman, In press (ssp. euchytma)]; Brazil: [RJ, Drummond & Brown, 1987 (ssp. celtina)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,4147,true,Solanaceae,Solanum,Solanum torvum
